===名單===
醫院: city | 區域: hospName | 地址: hospTel
醫院: 高雄市 | 區域: 黃志維耳鼻喉科診所 | 地址: 07-3947605
醫院: 高雄市 | 區域: 陳豊源耳鼻喉科診所 | 地址: 07-3870120
醫院: 高雄市 | 區域: 緯立診所 | 地址: 07-3850785
醫院: 高雄市 | 區域: 余建興耳鼻喉科診所 | 地址: 07-3892437
醫院: 高雄市 | 區域: 國安診所 | 地址: 07-3865379
醫院: 高雄市 | 區域: 徐樹本診所 | 地址: 07-3867833
醫院: 高雄市 | 區域: 新高醫院 | 地址: 07-3828814
醫院: 高雄市 | 區域: 王漢卿小兒科診所 | 地址: 07-3877918
醫院: 高雄市 | 區域: 開元診所 | 地址: 07-3873595
醫院: 高雄市 | 區域: 錫謀診所 | 地址: 07-3835551
醫院: 高雄市 | 區域: 王俊仁耳鼻喉科診所 | 地址: 07-3959039
醫院: 高雄市 | 區域: 禾泰診所 | 地址: 07-3903812
醫院: 高雄市 | 區域: 元成診所 | 地址: 07-3903808
醫院: 高雄市 | 區域: 醫鼎診所 | 地址: 07-3506789
醫院: 高雄市 | 區域: 建心診所 | 地址: 07-3593343
醫院: 高雄市 | 區域: 裕成耳鼻喉科診所 | 地址: 07-3457832
醫院: 高雄市 | 區域: 曾柏彰診所 | 地址: 07-3103216
醫院: 高雄市 | 區域: 賴耳鼻喉科診所 | 地址: 07-3826946
醫院: 高雄市 | 區域: 鼎山診所 | 地址: 07-3800000
醫院: 高雄市 | 區域: 尤啟享診所 | 地址: 07-3811515
醫院: 高雄市 | 區域: 高鳳診所 | 地址: 07-3865481
醫院: 高雄市 | 區域: 大昌倫詠診所 | 地址: 07-3819960
醫院: 高雄市 | 區域: 黃旭瑞耳鼻喉科診所 | 地址: 07-3802334
醫院: 高雄市 | 區域: 正峯診所 | 地址: 07-3707290
醫院: 高雄市 | 區域: 九大九如診所 | 地址: 07-3210999
醫院: 高雄市 | 區域: 安安十全婦幼診所 | 地址: 07-3231550
醫院: 高雄市 | 區域: 曾繁英診所 | 地址: 07-3111048
醫院: 高雄市 | 區域: 鄭榮祥診所 | 地址: 07-2511241
醫院: 高雄市 | 區域: 愛仁醫療社團法人愛仁醫院 | 地址: 07-3115159
醫院: 高雄市 | 區域: 德謙醫院 | 地址: 07-3210981
醫院: 高雄市 | 區域: 財團法人私立高雄醫學大學附設中和紀念醫院 | 地址: 07-3121101
醫院: 高雄市 | 區域: 怡德耳鼻喉科診所 | 地址: 07-2864875
醫院: 高雄市 | 區域: 順安內科兒科診所 | 地址: 07-2815659
醫院: 高雄市 | 區域: 建和耳鼻喉科診所 | 地址: 07-2231828
醫院: 高雄市 | 區域: 傳生診所 | 地址: 07-2911588
醫院: 高雄市 | 區域: 婦全婦產科診所 | 地址: 07-2728025
醫院: 高雄市 | 區域: 樂田耳鼻喉科診所 | 地址: 07-3115999
醫院: 高雄市 | 區域: 文雄醫院 | 地址: 07-3165275
醫院: 高雄市 | 區域: 後驛診所 | 地址: 07-3134133
醫院: 高雄市 | 區域: 祐生醫院 | 地址: 07-2866688
醫院: 高雄市 | 區域: 上仁診所 | 地址: 07-2155510
醫院: 高雄市 | 區域: 明榮診所 | 地址: 07-3222875
醫院: 高雄市 | 區域: 維揚耳鼻喉科診所 | 地址: 07-3131066
醫院: 高雄市 | 區域: 厚澤九如診所 | 地址: 07-3137168
醫院: 高雄市 | 區域: 四季康和診所 | 地址: 07-3432349
醫院: 高雄市 | 區域: 南山自立診所 | 地址: 07-3230623
醫院: 高雄市 | 區域: 家祥診所 | 地址: 07-3557711
醫院: 高雄市 | 區域: 微恩診所 | 地址: 07-3530781
醫院: 高雄市 | 區域: 佳愛診所 | 地址: 07-3542888
醫院: 高雄市 | 區域: 富安診所 | 地址: 07-3528996
醫院: 高雄市 | 區域: 吉田診所 | 地址: 07-3543381
醫院: 高雄市 | 區域: 喉康診所 | 地址: 07-7017100
醫院: 高雄市 | 區域: 大承耳鼻喉科診所 | 地址: 07-7013668
醫院: 高雄市 | 區域: 大鋐診所 | 地址: 07-7038188
醫院: 高雄市 | 區域: 大順診所 | 地址: 07-7038417
醫院: 高雄市 | 區域: 洪耳鼻喉科診所 | 地址: 07-7861305
醫院: 高雄市 | 區域: 瑞生醫院 | 地址: 07-7835175
醫院: 高雄市 | 區域: 大統內兒科診所 | 地址: 07-7836127
醫院: 高雄市 | 區域: 高雄市大寮區衛生所 | 地址: 07-7811965
醫院: 高雄市 | 區域: 張桐榮診所 | 地址: 07-7825382
醫院: 高雄市 | 區域: 嘉德耳鼻喉科診所 | 地址: 07-7022626
醫院: 高雄市 | 區域: 圓明診所 | 地址: 07-6433298
醫院: 高雄市 | 區域: 杏安診所 | 地址: 07-7810565
醫院: 高雄市 | 區域: 周俊仁診所 | 地址: 07-7861168
醫院: 高雄市 | 區域: 樂生婦幼醫院 | 地址: 07-7862688
醫院: 高雄市 | 區域: 宜和內兒科診所 | 地址: 07-7816825
醫院: 高雄市 | 區域: 大新診所 | 地址: 07-7882651
醫院: 高雄市 | 區域: 其靈診所 | 地址: 07-7823335
醫院: 高雄市 | 區域: 尚文診所 | 地址: 07-6527978
醫院: 高雄市 | 區域: 丰聯診所 | 地址: 07-6519312
醫院: 高雄市 | 區域: 立安診所 | 地址: 07-6525768
醫院: 高雄市 | 區域: 佛光聯合診所 | 地址: 07-6562605
醫院: 高雄市 | 區域: 高雄市大樹區衛生所 | 地址: 07-6512935
醫院: 高雄市 | 區域: 宏彰診所 | 地址: 07-6527531
醫院: 高雄市 | 區域: 潔揚診所 | 地址: 07-6510000
醫院: 高雄市 | 區域: 康泰診所 | 地址: 07-8060308
醫院: 高雄市 | 區域: 蔡坤霖小兒科診所 | 地址: 07-8030816
醫院: 高雄市 | 區域: 洪清中兒科診所 | 地址: 07-8063773
醫院: 高雄市 | 區域: 高雄市立小港醫院 | 地址: 07-8036783
醫院: 高雄市 | 區域: 明義診所 | 地址: 07-7916959
醫院: 高雄市 | 區域: 孔鳳診所 | 地址: 07-7910311
醫院: 高雄市 | 區域: 羅錦泉診所 | 地址: 07-8314168
醫院: 高雄市 | 區域: 朝陽耳鼻喉科診所 | 地址: 07-8311228
醫院: 高雄市 | 區域: 大佑診所 | 地址: 07-8218162
醫院: 高雄市 | 區域: 施晉南診所 | 地址: 07-8021622
醫院: 高雄市 | 區域: 長慶小兒科診所 | 地址: 07-8068170
醫院: 高雄市 | 區域: 鳳林診所 | 地址: 07-8720822
醫院: 高雄市 | 區域: 安泰醫院 | 地址: 07-8017856
醫院: 高雄市 | 區域: 大鵬診所 | 地址: 07-8013288
醫院: 高雄市 | 區域: 戴銘浚婦兒醫院 | 地址: 07-8061289
醫院: 高雄市 | 區域: 王瑞琦耳鼻喉科診所 | 地址: 07-7930037
醫院: 高雄市 | 區域: 欣誼診所 | 地址: 07-8039222
醫院: 高雄市 | 區域: 蔡定洲耳鼻喉科診所 | 地址: 07-3756161
醫院: 高雄市 | 區域: 仁武好心診所 | 地址: 07-3719895
醫院: 高雄市 | 區域: 劉內兒科診所 | 地址: 07-3718727
醫院: 高雄市 | 區域: 陽光診所 | 地址: 07-3755500
醫院: 高雄市 | 區域: 易生診所 | 地址: 07-3746901
醫院: 高雄市 | 區域: 廣安診所 | 地址: 07-3718819
醫院: 高雄市 | 區域: 仁雄診所 | 地址: 07-3741298
醫院: 高雄市 | 區域: 揚善診所 | 地址: 07-3758419
醫院: 高雄市 | 區域: 仁里診所 | 地址: 07-3729603
醫院: 高雄市 | 區域: 仁同小兒科診所 | 地址: 07-3734890
醫院: 高雄市 | 區域: 高雄市仁武區衛生所 | 地址: 07-3711434
醫院: 高雄市 | 區域: 康寧診所 | 地址: 07-3720307
醫院: 高雄市 | 區域: 長恩聯合診所 | 地址: 07-3747975
醫院: 高雄市 | 區域: 翔賀診所 | 地址: 07-3735568
醫院: 高雄市 | 區域: 觀亭診所 | 地址: 07-6674882
醫院: 高雄市 | 區域: 高雄市內門區衛生所 | 地址: 07-6671088
醫院: 高雄市 | 區域: 高雄市六龜區衛生所 | 地址: 07-6891244
醫院: 高雄市 | 區域: 大嘉診所 | 地址: 07-6895789
醫院: 高雄市 | 區域: 好心腸診所 | 地址: 07-3430630
醫院: 高雄市 | 區域: 高雄榮民總醫院 | 地址: 07-3422121
醫院: 高雄市 | 區域: 大中診所 | 地址: 07-3500348
醫院: 高雄市 | 區域: 沈嘉充診所 | 地址: 07-5851778
醫院: 高雄市 | 區域: 江春木診所 | 地址: 07-5567377
醫院: 高雄市 | 區域: 蘇峯民耳鼻喉科診所 | 地址: 07-3507990
醫院: 高雄市 | 區域: 李凱斌小兒科診所 | 地址: 07-3454784
醫院: 高雄市 | 區域: 國聖診所 | 地址: 07-3506203
醫院: 高雄市 | 區域: 振亮診所 | 地址: 07-5879799
醫院: 高雄市 | 區域: 長安診所 | 地址: 07-5821864
醫院: 高雄市 | 區域: 加安耳鼻喉科診所 | 地址: 07-5816899
醫院: 高雄市 | 區域: 德安診所 | 地址: 07-3464695
醫院: 高雄市 | 區域: 常安診所 | 地址: 07-3503551
醫院: 高雄市 | 區域: 立馨診所 | 地址: 07-3590639
醫院: 高雄市 | 區域: 鄭倩寧家醫科診所 | 地址: 07-5507919
醫院: 高雄市 | 區域: 黃昭文診所 | 地址: 07-5592289
醫院: 高雄市 | 區域: 豐田診所 | 地址: 07-5506000
醫院: 高雄市 | 區域: 裕興診所 | 地址: 07-5583277
醫院: 高雄市 | 區域: 文仁小兒科診所 | 地址: 07-3455959
醫院: 高雄市 | 區域: 張簡耳鼻喉科診所 | 地址: 07-3454185
醫院: 高雄市 | 區域: 康澤小兒科診所 | 地址: 07-3453356
醫院: 高雄市 | 區域: 九大自由診所 | 地址: 07-3591963
醫院: 高雄市 | 區域: 恩欣小兒科診所 | 地址: 07-3451966
醫院: 高雄市 | 區域: 彌馨診所 | 地址: 07-8629880
醫院: 高雄市 | 區域: 永霖小兒科診所 | 地址: 07-3498118
醫院: 高雄市 | 區域: 賴孟德診所 | 地址: 07-3439801
醫院: 高雄市 | 區域: 許志榮診所 | 地址: 07-3506056
醫院: 高雄市 | 區域: 楊宜璋耳鼻喉科診所 | 地址: 07-5591007
醫院: 高雄市 | 區域: 馨蕙馨醫院 | 地址: 07-5586080
醫院: 高雄市 | 區域: 馬遠成診所 | 地址: 07-5832348
醫院: 高雄市 | 區域: 欣正中診所 | 地址: 07-5555171
醫院: 高雄市 | 區域: 蔡鶴峰診所 | 地址: 07-3661818
醫院: 高雄市 | 區域: 國軍左營總醫院 | 地址: 07-5817121
醫院: 高雄市 | 區域: 福山診所 | 地址: 07-3482323
醫院: 高雄市 | 區域: 文愛診所 | 地址: 07-3430123
醫院: 高雄市 | 區域: 蔡昌學復健科診所 | 地址: 07-3502290
醫院: 高雄市 | 區域: 德仁診所 | 地址: 07-5819228
醫院: 高雄市 | 區域: 博愛蕙馨醫院 | 地址: 07-8628880
醫院: 高雄市 | 區域: 王聖智耳鼻喉科診所 | 地址: 07-5586755
醫院: 高雄市 | 區域: 豐田博愛診所 | 地址: 07-3418880
醫院: 高雄市 | 區域: 宗禾診所 | 地址: 07-3500980
醫院: 高雄市 | 區域: 富誠診所 | 地址: 07-5560925
醫院: 高雄市 | 區域: 王欽程診所 | 地址: 07-3491111
醫院: 高雄市 | 區域: 金仁福診所 | 地址: 07-5529843
醫院: 高雄市 | 區域: 鈞安婦幼聯合醫院 | 地址: 07-3480088
醫院: 高雄市 | 區域: 薛智峰耳鼻喉科診所 | 地址: 07-3439190
醫院: 高雄市 | 區域: 華夏診所 | 地址: 07-3453961
醫院: 高雄市 | 區域: 陳進成診所 | 地址: 07-3503387
醫院: 高雄市 | 區域: 安生診所 | 地址: 07-5586166
醫院: 高雄市 | 區域: 謝宗哲耳鼻喉科診所 | 地址: 07-5584717
醫院: 高雄市 | 區域: 董永豪診所 | 地址: 07-5850268
醫院: 高雄市 | 區域: 晨田耳鼻喉科診所 | 地址: 07-3508893
醫院: 高雄市 | 區域: 維寧好耳鼻喉科診所 | 地址: 07-3500850
醫院: 高雄市 | 區域: 自由心胸診所 | 地址: 07-5588001
醫院: 高雄市 | 區域: 陳乃銘診所 | 地址: 07-3506797
醫院: 高雄市 | 區域: 信川內科診所 | 地址: 07-3451621
醫院: 高雄市 | 區域: 陳乃菁診所 | 地址: 07-3453468
醫院: 高雄市 | 區域: 葉乙力小兒科診所 | 地址: 07-3456256
醫院: 高雄市 | 區域: 高雄市永安區衛生所 | 地址: 07-6912015
醫院: 高雄市 | 區域: 高雄市田寮區衛生所 | 地址: 07-6361504
醫院: 高雄市 | 區域: 高雄市甲仙區衛生所 | 地址: 07-6751029
醫院: 高雄市 | 區域: 高雄市杉林區衛生所 | 地址: 07-6771319
醫院: 高雄市 | 區域: 立恩診所 | 地址: 07-6771193
醫院: 高雄市 | 區域: 上平診所 | 地址: 07-6773677
醫院: 高雄市 | 區域: 高雄市那瑪夏區衛生所 | 地址: 07-6701142
醫院: 高雄市 | 區域: 新博愛診所 | 地址: 07-6215799
醫院: 高雄市 | 區域: 蔣榮福診所 | 地址: 07-6212405
醫院: 高雄市 | 區域: 盧榮福內兒科診所 | 地址: 07-6261515
醫院: 高雄市 | 區域: 翁仁茂診所 | 地址: 07-6260039
醫院: 高雄市 | 區域: 皇明診所 | 地址: 07-6263592
醫院: 高雄市 | 區域: 吳宗慶診所 | 地址: 07-6229868
醫院: 高雄市 | 區域: 瑜楊診所 | 地址: 07-6233598
醫院: 高雄市 | 區域: 王宏育診所 | 地址: 07-6228972
醫院: 高雄市 | 區域: 黃耳鼻喉科診所 | 地址: 07-6230011
醫院: 高雄市 | 區域: 光雄長安醫院 | 地址: 07-6219156
醫院: 高雄市 | 區域: 劉嘉修醫院 | 地址: 07-6222836
醫院: 高雄市 | 區域: 陳國俊小兒科診所 | 地址: 07-6297200
醫院: 高雄市 | 區域: 惠川醫院 | 地址: 07-6229292
醫院: 高雄市 | 區域: 林怡仁診所 | 地址: 07-6228926
醫院: 高雄市 | 區域: 黃子育診所 | 地址: 07-6270101
醫院: 高雄市 | 區域: 得安診所 | 地址: 07-6258387
醫院: 高雄市 | 區域: 翁明清婦產科診所 | 地址: 07-6262997
醫院: 高雄市 | 區域: 蔡百豐內科家醫科診所 | 地址: 07-6229221
醫院: 高雄市 | 區域: 黃仲達診所 | 地址: 07-6297895
醫院: 高雄市 | 區域: 高雄市立岡山醫院 | 地址: 07-6222131
醫院: 高雄市 | 區域: 金禾美診所 | 地址: 07-6223028
醫院: 高雄市 | 區域: 劉志廷家庭醫學科診所 | 地址: 07-6228617
醫院: 高雄市 | 區域: 岡山區衛生所 | 地址: 07-6212015
醫院: 高雄市 | 區域: 岡山家福耳鼻喉科診所 | 地址: 07-6219595
醫院: 高雄市 | 區域: 康誠診所 | 地址: 07-6217335
醫院: 高雄市 | 區域: 維馨診所 | 地址: 07-6217335
醫院: 高雄市 | 區域: 建佑醫院 | 地址: 07-6437901
醫院: 高雄市 | 區域: 建芳診所 | 地址: 07-6467666
醫院: 高雄市 | 區域: 黃英豪診所 | 地址: 07-6412134
醫院: 高雄市 | 區域: 霖園醫院 | 地址: 07-6413399
醫院: 高雄市 | 區域: 川宏診所 | 地址: 07-6452520
醫院: 高雄市 | 區域: 珈一診所 | 地址: 07-6413139
醫院: 高雄市 | 區域: 阿蓮康健診所 | 地址: 07-6317288
醫院: 高雄市 | 區域: 高雄市阿蓮區衛生所 | 地址: 07-6317141
醫院: 高雄市 | 區域: 陳振雄診所 | 地址: 07-6313016
醫院: 高雄市 | 區域: 玉焜診所 | 地址: 07-6311914
醫院: 高雄市 | 區域: 佑鎮診所 | 地址: 07-8121606
醫院: 高雄市 | 區域: 鄰好西醫診所 | 地址: 07-3350802
醫院: 高雄市 | 區域: 維康診所 | 地址: 07-3345373
醫院: 高雄市 | 區域: 蕭基昌耳鼻喉科診所 | 地址: 07-7510098
醫院: 高雄市 | 區域: 曾長安診所 | 地址: 07-7219955
醫院: 高雄市 | 區域: 新正薪醫院 | 地址: 07-9705335
醫院: 高雄市 | 區域: 前鎮長青診所 | 地址: 07-7170443
醫院: 高雄市 | 區域: 王祚祥診所 | 地址: 07-5361823
醫院: 高雄市 | 區域: 楊榮超診所 | 地址: 07-3326188
醫院: 高雄市 | 區域: 宋銘宏診所 | 地址: 07-5378812
醫院: 高雄市 | 區域: 陳方明診所 | 地址: 07-5374381
醫院: 高雄市 | 區域: 宇平診所 | 地址: 07-3342608
醫院: 高雄市 | 區域: 慶大診所 | 地址: 07-5366226
醫院: 高雄市 | 區域: 宏恩診所 | 地址: 07-5370666
醫院: 高雄市 | 區域: 宏昇診所 | 地址: 07-8112522
醫院: 高雄市 | 區域: 聖青診所 | 地址: 07-8310970
醫院: 高雄市 | 區域: 黃裕峯耳鼻喉科診所 | 地址: 07-7268385
醫院: 高雄市 | 區域: 杏心耳鼻喉科診所 | 地址: 07-8212666
醫院: 高雄市 | 區域: 美德聯合診所 | 地址: 07-8156375
醫院: 高雄市 | 區域: 安悅診所 | 地址: 07-3381018
醫院: 高雄市 | 區域: 吳泰成耳鼻喉科診所 | 地址: 07-3361136
醫院: 高雄市 | 區域: 南隆小兒科診所 | 地址: 07-3382967
醫院: 高雄市 | 區域: 祥全診所 | 地址: 07-3340393
醫院: 高雄市 | 區域: 吳信宏耳鼻喉科小兒科診所 | 地址: 07-3334258
醫院: 高雄市 | 區域: 永豐診所 | 地址: 07-7517969
醫院: 高雄市 | 區域: 永祥診所 | 地址: 07-7515678
醫院: 高雄市 | 區域: 謝麗煌小兒科內科診所 | 地址: 07-7716485
醫院: 高雄市 | 區域: 昭哲診所 | 地址: 07-7136366
醫院: 高雄市 | 區域: 吉泰內科診所 | 地址: 07-7616000
醫院: 高雄市 | 區域: 保泰長慶小兒科診所 | 地址: 07-7210089
醫院: 高雄市 | 區域: 陳文宏診所 | 地址: 07-7131516
醫院: 高雄市 | 區域: 瑞安診所 | 地址: 07-7616420
醫院: 高雄市 | 區域: 永興診所 | 地址: 07-8157006
醫院: 高雄市 | 區域: 嘉祐耳鼻喉科診所 | 地址: 07-3318012
醫院: 高雄市 | 區域: 親親診所 | 地址: 07-3391078
醫院: 高雄市 | 區域: 林正宗診所 | 地址: 07-3303615
醫院: 高雄市 | 區域: 劉志明耳鼻喉科診所 | 地址: 07-3363311
醫院: 高雄市 | 區域: 吳昆哲婦產小兒科醫院 | 地址: 07-3319611
醫院: 高雄市 | 區域: 博聖診所 | 地址: 07-8218252
醫院: 高雄市 | 區域: 美和診所 | 地址: 07-8120053
醫院: 高雄市 | 區域: 邱仲禮診所 | 地址: 07-8211363
醫院: 高雄市 | 區域: 沐尚耳鼻喉科診所 | 地址: 07-7220520
醫院: 高雄市 | 區域: 美濃區衛生所 | 地址: 07-6812064
醫院: 高雄市 | 區域: 龍肚診所 | 地址: 07-6851861
醫院: 高雄市 | 區域: 三聖醫院 | 地址: 07-6818495
醫院: 高雄市 | 區域: 冬勝診所 | 地址: 07-7278392
醫院: 高雄市 | 區域: 馨田診所 | 地址: 07-7172688
醫院: 高雄市 | 區域: 泰順聯合診所 | 地址: 07-2241595
醫院: 高雄市 | 區域: 邱靖媛小兒專科診所 | 地址: 07-7215153
醫院: 高雄市 | 區域: 聖安診所 | 地址: 07-7277057
醫院: 高雄市 | 區域: 黃武雄診所 | 地址: 07-7275889
醫院: 高雄市 | 區域: 宗天一皮膚科診所 | 地址: 07-5361100
醫院: 高雄市 | 區域: 羅吉雄內外科診所 | 地址: 07-3348118
醫院: 高雄市 | 區域: 信君耳鼻喉科診所 | 地址: 07-7168385
醫院: 高雄市 | 區域: 惠霖診所 | 地址: 07-7159500
醫院: 高雄市 | 區域: 新鴻遠診所 | 地址: 07-7229860
醫院: 高雄市 | 區域: 林國坤診所 | 地址: 07-7131315
醫院: 高雄市 | 區域: 立佳診所 | 地址: 07-7710966
醫院: 高雄市 | 區域: 愛欣診所 | 地址: 07-7497077
醫院: 高雄市 | 區域: 許桂庭外科診所 | 地址: 07-7222634
醫院: 高雄市 | 區域: 國軍高雄總醫院附設民眾診療服務處 | 地址: 07-7496751
醫院: 高雄市 | 區域: 劉永豐診所 | 地址: 07-7492636
醫院: 高雄市 | 區域: 邱康程內科診所 | 地址: 07-2231118
醫院: 高雄市 | 區域: 天主教聖功醫療財團法人聖功醫院 | 地址: 07-2238153
醫院: 高雄市 | 區域: 吳三江內科診所 | 地址: 07-2222088
醫院: 高雄市 | 區域: 富元健康管理診所 | 地址: 07-5867227
醫院: 高雄市 | 區域: 許耳鼻喉科診所 | 地址: 07-3340225
醫院: 高雄市 | 區域: 王勇智耳鼻喉科診所 | 地址: 07-7253460
醫院: 高雄市 | 區域: 宇安診所 | 地址: 07-7511779
醫院: 高雄市 | 區域: 麗水診所 | 地址: 07-7174989
醫院: 高雄市 | 區域: 英明診所 | 地址: 07-7273688
醫院: 高雄市 | 區域: 吳國松心臟科診所 | 地址: 07-7614892
醫院: 高雄市 | 區域: 安田婦產科診所 | 地址: 07-7255167
醫院: 高雄市 | 區域: 盛田婦產科診所 | 地址: 07-3312686
醫院: 高雄市 | 區域: 同慶診所 | 地址: 07-2260957
醫院: 高雄市 | 區域: 高雄市立中醫醫院 | 地址: 07-7133186
醫院: 高雄市 | 區域: 高雄市立民生醫院 | 地址: 07-7511131
醫院: 高雄市 | 區域: 柯武鎮診所 | 地址: 07-7131840
醫院: 高雄市 | 區域: 邱外科醫院 | 地址: 07-3364131
醫院: 高雄市 | 區域: 光田診所 | 地址: 07-3338336
醫院: 高雄市 | 區域: 信義醫療財團法人高雄基督教醫院 | 地址: 07-3321111
醫院: 高雄市 | 區域: 高雄市立凱旋醫院 | 地址: 07-7513171
醫院: 高雄市 | 區域: 小太陽診所 | 地址: 07-2267753
醫院: 高雄市 | 區域: 健維診所 | 地址: 07-3344637
醫院: 高雄市 | 區域: 向生診所 | 地址: 07-3319393
醫院: 高雄市 | 區域: 信基骨外科診所 | 地址: 07-3383886
醫院: 高雄市 | 區域: 阮綜合醫院 | 地址: 07-3351121
醫院: 高雄市 | 區域: 徐獨立診所 | 地址: 07-7133284
醫院: 高雄市 | 區域: 童春診所 | 地址: 07-7210983
醫院: 高雄市 | 區域: 五塊厝診所 | 地址: 07-7614545
醫院: 高雄市 | 區域: 懷恩婦產科診所 | 地址: 07-7273738
